id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1119844407084108907,1 bed 1 bath Apartment,477328400,Tyler,,SEVENTH WARD,42.64885,-73.76523,Entire home/apt,96,1,30,2024-08-18,7.20,1,77,30,
1120212616553191970,"Walkable 1BR Apt w| Fire Pit, Near Empire Plaza!",472965048,Matt,,SIXTH WARD,42.65194110353218,-73.76525909193178,Entire home/apt,92,1,14,2024-08-27,2.64,2,177,14,
1121699903906738345,Cozy apartment in Albany,1761578,Grant,,SIXTH WARD,42.6531440936598,-73.76545806949605,Entire home/apt,100,2,3,2024-07-31,0.60,3,182,3,
1123231471304541808,"Modern home, King Bed, parking",10279606,Nori,,FIFTEENTH WARD,42.66901216746974,-73.8240233926159,Entire home/apt,130,1,14,2024-08-18,2.98,2,245,14,
1124558577325015506,Charming 1BR Near Capitol-Dwntwn,46312980,Robert,,SECOND WARD,42.646032,-73.760482,Entire home/apt,85,3,2,2024-08-17,0.63,2,167,2,
1124632058968031818,Modern Duplex - Historical Home,46312980,Robert,,SECOND WARD,42.646032,-73.760482,Entire home/apt,110,3,3,2024-08-10,0.63,2,169,3,
1128332989288304495,Downtown Albany Vacation Rental - Chic & Walkable!,121680792,Evolve,,THIRD WARD,42.65693547154886,-73.75448566481032,Entire home/apt,,2,3,2024-07-28,1.01,6,0,3,
1128386510439836615,Welcome home travelers,502037254,Andrew,,SEVENTH WARD,42.64893022646089,-73.76885852839632,Entire home/apt,85,25,2,2024-08-03,0.86,3,61,2,
1129005873707096339,Walk to Albany Med & Restaurants,30883612,Mary,,NINTH WARD,42.65445038036758,-73.78924225741243,Entire home/apt,125,30,0,,,2,269,0,
1131258472427093335,"Modern 2 BR near Hospitals, Colleges, Airport",440509865,John,,FIFTEENTH WARD,42.674853495878494,-73.81692445092622,Entire home/apt,180,1,7,2024-08-25,7,1,344,7,
1134940445251354534,Calling all travelers,521669673,Kody,,THIRD WARD,42.659090282065264,-73.75690830709546,Entire home/apt,85,14,1,2024-05-03,0.24,4,202,1,
1135812630237897119,Cozy Bedrooms in Albany,522436003,Adriana,,THIRTEENTH WARD,42.6689614,-73.7890379,Private room,75,7,0,,,3,142,0,
1136433500940918827,"""The LEO Home"" Private Bedroom One / 1 Full Bath",349460842,Scott,,THIRTEENTH WARD,42.66367775063635,-73.78128134573245,Private room,50,60,0,,,10,307,0,
1138989607102299187,Funky space close to MVP center,232967878,Diana,,SECOND WARD,42.644787680128815,-73.75652665506556,Entire home/apt,110,2,5,2024-08-21,1.14,25,0,5,
1141525488442370659,North Allen,522436003,Adriana,,THIRTEENTH WARD,42.6689614,-73.7890379,Private room,,7,0,,,3,245,0,
1142828940864329671,Safe Comfy Cozy 2 bedrooms.,574235481,Lavern,,FIRST WARD,42.64093633204883,-73.77670260377758,Entire home/apt,,2,4,2024-07-06,0.97,1,0,4,
1142832011692120213,Great area-Patio-Off Street Parking-Quiet,129023424,Riccardo,,THIRTEENTH WARD,42.67105172536278,-73.7995011425903,Entire home/apt,119,4,4,2024-06-09,1.18,1,217,4,
1146241260871564965,Larson Green,233515764,Etem,,SIXTH WARD,42.6524924,-73.7674361,Entire home/apt,99,1,20,2024-08-25,4.92,4,57,20,
1146352622413555849,491 Washington Ave FL1Rare,575030103,Rehan,,ELEVENTH WARD,42.66259,-73.7733,Private room,55,2,8,2024-08-28,2.00,2,248,8,
1147092019793504034,Larson Blue,233515764,Etem,,SIXTH WARD,42.65273561519567,-73.76778699868483,Entire home/apt,95,1,31,2024-09-02,7.38,4,75,31,
1150611568915810847,Albany historic Washington Park,576083630,Joseph,,SIXTH WARD,42.6586049,-73.76803290000001,Entire home/apt,118,2,6,2024-08-18,1.57,1,82,6,
1158059552251999833,"""The Gorgeous Allen Home"" Private Bedroom/1.5 Bath",349460842,Scott,,TENTH WARD,42.66428,-73.79249,Private room,56,60,0,,,10,269,0,
1158239701426064904,Funky loft studio,502037254,Andrew,,THIRD WARD,42.65844514553717,-73.75925921743276,Entire home/apt,68,30,0,,,3,136,0,
1160398377613465255,Room in Albany near Hospitals,32379616,Fabiola,,TENTH WARD,42.6605291,-73.7831549,Private room,45,15,0,,,3,269,0,
1164651175585600815,*New* Cozy Apt Bright + Modern W/D,47625981,Linda,,SEVENTH WARD,42.647271126671896,-73.76757790979316,Entire home/apt,119,1,3,2024-07-29,1.32,16,358,3,
1169514128026903528,/A luxuryhome Near NYSCapital sleeps 10+W/D Grill\,580892646,Crystal,,SECOND WARD,42.6444375872719,-73.75686069065895,Entire home/apt,282,2,2,2024-08-11,1.22,3,172,2,
1170384250566304506,/An Oasis 8 ppl Yard Grill W/D\,580892646,Crystal,,SECOND WARD,42.64349359283049,-73.75905719764489,Entire home/apt,219,2,2,2024-07-31,0.90,3,170,2,
1171795874799450911,Walk to convention center:Lark St:Capital,232967878,Diana,,SIXTH WARD,42.65408,-73.76628,Entire home/apt,165,1,8,2024-08-20,2.70,25,259,8,
1171885189346375850,/A spacious suite: King/Queen beds Grill WD yard\,580892646,Crystal,,SECOND WARD,42.64462142009249,-73.7576423311694,Private room,73,2,0,,,3,172,0,
1173390858101803102,New near major medical facility,232967878,Diana,,SEVENTH WARD,42.64364,-73.77828,Entire home/apt,250,2,4,2024-08-16,2.50,25,84,4,
1174544643387116469,"Spacious, Modern Gem in Melrose - Pet Friendly",441054845,Thaddeus,,THIRTEENTH WARD,42.6689417049537,-73.79548749274663,Entire home/apt,106,1,17,2024-09-02,6.22,2,226,17,
1175235317794137317,Furnished 4 bed vintage home,20536619,Emily,,THIRTEENTH WARD,42.672758327960025,-73.7933215462062,Entire home/apt,,20,0,,,5,0,0,
1182574461437954732,Limited Time Listing,42708277,Rodney,,SIXTH WARD,42.6534205,-73.7639758,Entire home/apt,108,1,7,2024-08-09,2.84,6,72,7,
1183457852972127594,Upscale Listing-Heart of Albany,42708277,Rodney,,SIXTH WARD,42.65226593227938,-73.76459668750071,Entire home/apt,100,1,8,2024-08-19,4.29,6,81,8,
1183460523409924571,Upscale Listing Prime Location,42708277,Rodney,,SIXTH WARD,42.65239945091567,-73.76350926977109,Entire home/apt,101,1,2,2024-08-16,0.85,6,77,2,
1184656403266667138,NEW studio w/2 beds near MVP,232967878,Diana,,SECOND WARD,42.64342,-73.75652,Entire home/apt,145,1,4,2024-08-17,1.71,25,86,4,
1185537980724624711,Empire Plaza Apartment,29483818,Ben,,SIXTH WARD,42.65326822650998,-73.76180977442993,Entire home/apt,65,1,23,2024-08-29,10.30,1,70,23,
1185591493744586895,"""The Gorgeous Allen Home"" Private Bedroom/1.5 Bath",349460842,Scott,,FOURTEENTH WARD,42.66611619263246,-73.79274786467758,Private room,70,30,0,,,10,269,0,
1187591175698501325,House near major medical center,232967878,Diana,,NINTH WARD,42.65501821253474,-73.79182923266619,Entire home/apt,200,1,5,2024-08-17,2.42,25,70,5,
1189245100874558445,Beautiful 2 Bedroom with Parking,37769478,Erion,,SIXTH WARD,42.65332583993066,-73.77109775417308,Entire home/apt,111,1,0,,,10,240,0,
1189249179392132534,Lovely 1 Bedroom with Parking,37769478,Erion,,TENTH WARD,42.66215019970839,-73.79048392023911,Entire home/apt,86,1,7,2024-08-30,3.89,10,355,7,
1191466513839284968,Shanawaz family home,478739541,Shanawaz,,EIGHTH WARD,42.65777,-73.8177,Private room,90,1,2,2024-07-19,1.07,1,364,2,
1191895319439613036,Room in a large 3 bedroom house.,32379616,Fabiola,,TENTH WARD,42.6605291,-73.7831549,Private room,52,28,0,,,3,357,0,
1192795085655166314,Privateroom with shared bathroom,382446799,Elizabeth,,NINTH WARD,42.65541522829332,-73.78155084035748,Private room,46,1,1,2024-08-12,1,1,263,1,
1196459023545165129,Albany Vacation Rental w/ State Capitol Views!,121680792,Evolve,,SIXTH WARD,42.655205430162795,-73.76497237861247,Entire home/apt,215,5,0,,,6,244,0,
1198592120169206200,"""The LEO Home"" Private Bedroom Two / 1 Full Bath",349460842,Scott,,TENTH WARD,42.66268571421584,-73.78162483210855,Private room,50,60,0,,,10,126,0,
1201525324551556925,Traveling Medical Professionals,413566290,Victoria,,NINTH WARD,42.65506735928797,-73.79768460988998,Private room,68,2,4,2024-09-01,2.55,1,100,4,
1208695175897245796,“The Gorgeous Allen Home” Private Bedroom/1.5 Bath,349460842,Scott,,TENTH WARD,42.663899388432924,-73.79269684723344,Private room,36,30,0,,,10,313,0,
1209313814437527365,"Large private queen room near schools, hospitals",20536619,Emily,,THIRTEENTH WARD,42.673183907585404,-73.7934513562834,Private room,71,3,0,,,5,83,0,
1210875317904799284,Charming Home,147780154,Julia,,EIGHTH WARD,42.65812206307765,-73.81912025597686,Entire home/apt,199,3,0,,,1,358,0,
1211909842540237261,The Ladies Playground,512321530,Rashiek,,ELEVENTH WARD,42.66080929789804,-73.76840947914181,Entire home/apt,200,1,0,,,1,364,0,
1223296094447723679,Cozy Remote Workplace,42708277,Rodney,,TENTH WARD,42.661185214976946,-73.77535864642363,Entire home/apt,100,1,0,,,6,82,0,
1223423894415302002,2BR condo 10 min walk to capitol,1176120,Julia,,THIRD WARD,42.65737433159034,-73.75741212779545,Entire home/apt,104,1,3,2024-08-23,3,3,346,3,
1223845635352908531,"493 Washington Ave, Albany 12206, 1st Floor",575030103,Rehan,,ELEVENTH WARD,42.66332540000001,-73.77422550000001,Entire home/apt,110,3,0,,,2,341,0,
1223982811498688622,"Apartment w/ Deck in Albany, Walk to Downtown!",121680792,Evolve,,SIXTH WARD,42.6567887593917,-73.76333637877094,Entire home/apt,85,2,1,2024-08-21,1,6,333,1,
1224184445857718550,Cozy bedroom,522436003,Adriana,,THIRTEENTH WARD,42.66859194115681,-73.78832379375316,Private room,48,1,0,,,3,347,0,
1227494196390230149,/Audubon Apartment\ 3bed 1bath built1928 Pine Hill,52123673,Joseph,,THIRTEENTH WARD,42.66955,-73.78542,Entire home/apt,202,3,0,,,1,363,0,
1229287611382413342,The Crimson Retreat,562084689,Antonio,,TENTH WARD,42.66095103345221,-73.7781277539647,Entire home/apt,136,1,0,,,4,362,0,
1229302903741056027,It's Like a Treehouse,562084689,Antonio,,TENTH WARD,42.66104084232533,-73.77970728754273,Entire home/apt,143,1,0,,,4,359,0,
1229321787815935750,Canary Nest,562084689,Antonio,,ELEVENTH WARD,42.66441852685055,-73.77678146489144,Entire home/apt,142,1,0,,,4,359,0,
1229336497403850446,Indigo Bunting Nest,562084689,Antonio,,ELEVENTH WARD,42.66319,-73.77897,Entire home/apt,120,1,0,,,4,355,0,
1233366548908684664,Larson Gold,233515764,Etem,,SIXTH WARD,42.6517316708551,-73.76785883913792,Entire home/apt,70,1,0,,,4,64,0,
1237213202014250081,Home,564920866,Sameen,,THIRTEENTH WARD,42.67030358636196,-73.7939185411653,Private room,52,1,0,,,1,362,0,
1237963668912797614,Tasteful…in more ways than one!,382970529,Thomas,,SIXTH WARD,42.655070571714035,-73.76151133328676,Entire home/apt,96,2,0,,,12,360,0,
